student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group,risk_assessments
616,master of professional accounting - master of business administration,Continuing,Satisfactory,0,Essential Skills,Enrollment,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CO5117,67.6,63.0,71.2,84.2,79.9,Access,Non Submission,CO5103,71.9,63.3,61.5,77.3,74.3,Access,Attendance,LB5113,79.7,68.2,79.7,57.7,76.4,No Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,No Issue Reported,Non-IT,Low
617,master of professional accounting - master of business administration,First year,Satisfactory,0,Studiocity,Student Counsellor,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CO5117,33.4,68.1,74.0,64.1,74.5,Access,Attendance,CO5103,62.4,58.4,9.7,63.8,60.8,Access,Non Submission,LB5113,63.0,72.0,60.0,60.4,70.4,No Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,High
618,master of professional accounting - master of business administration,LOA,Satisfactory,0,Essential Skills,Student Counsellor,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,Email,CO5117,73.0,63.5,76.9,67.9,74.3,Access,Concern for Welfare,CO5103,71.5,63.5,73.1,79.6,74.4,Access,Attendance,LB5113,66.1,7.1,91.3,85.4,75.1,Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,No Issue Reported,Non-IT,Low
619,master of professional accounting - master of business administration,Return to Study,Satisfactory,0,Essential Skills and Reading,Student Advocate,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CO5117,67.7,87.0,71.6,80.6,61.1,Access,Non Submission,CO5103,80.7,71.4,95.7,69.5,72.2,Access,Non Submission,LB5113,68.9,64.3,70.4,75.0,72.9,Access,Non Submission,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Sickness,Non-IT,Low
620,master of professional accounting - master of business administration,SRI to JCUB,Satisfactory,0,Essential Skills,Student Counsellor,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CO5117,65.7,68.2,99.3,67.1,70.2,Access,Non Submission,CO5103,68.4,76.4,84.8,77.8,77.8,Access,Concern for Welfare,LB5113,56.4,69.8,71.3,76.7,76.6,No Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Mental Health,Non-IT,Low
621,master of professional accounting - master of business administration,Return to Study,Satisfactory,0,Writing,Student Advocate,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CO5117,66.3,66.3,68.0,65.1,84.1,Access,Attendance,CO5103,71.0,66.3,69.8,74.9,74.5,Access,Non Submission,LB5113,73.5,70.0,60.1,62.5,76.5,Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,No Issue Reported,Non-IT,Low
622,master of professional accounting - master of business administration,Continuing,Satisfactory,0,Essential Skills and Reading,Student Advocate,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CO5117,70.1,68.8,71.4,88.6,65.9,Access,Attendance,CO5103,87.4,73.0,87.7,71.3,75.6,No Access,Concern for Welfare,LB5113,71.1,63.3,74.7,73.0,70.1,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Mental Health,Non-IT,Low
623,master of professional accounting - master of business administration,Return to Study,Academic Caution,1,Essential Skills,Other,Attended,,L/G:9/10 N:5/10 R:8/10,No,Email,CO5117,29.8,56.8,55.2,41.8,42.0,Access,Non Submission,CO5103,56.0,42.8,48.2,49.6,90.5,Access,Non Submission,LB5113,73.2,38.1,59.3,42.7,45.6,Access,Non Submission,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Death in Family,Non-IT,High
624,master of professional accounting - master of business administration,Return to Study,Satisfactory,0,4R Essential Skills,Student Counsellor,Attended,,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,65.7,82.1,74.4,66.5,82.7,No Access,Non Submission,CO5103,59.8,53.7,77.6,69.1,59.7,Access,Non Submission,LB5113,72.4,74.1,79.9,61.2,76.1,No Access,Non Submission,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,No Issue Reported,Non-IT,Low
625,bachelor of commerce,Continuing,Satisfactory,0,Writing,Student Counsellor,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,BU1112,71.1,78.1,5.6,68.4,68.9,Access,Attendance,BX2011,71.8,84.7,77.3,74.9,88.0,Access,Non Submission,BX2014,71.4,64.2,35.3,73.1,65.9,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,No Issue Reported,Non-IT,Low
626,bachelor of commerce,New,Satisfactory,0,Referencing,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,BU1112,55.7,67.1,67.3,70.2,63.9,Access,Non Submission,BX2011,61.2,66.3,67.9,76.6,43.0,Access,Attendance,BX2014,55.0,80.0,91.0,70.6,74.6,Access,Attendance,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,No Issue Reported,Non-IT,Medium
627,bachelor of commerce,New,Satisfactory,0,Essential Skills and Reading,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,BU1112,79.0,73.8,63.6,69.3,56.4,Access,Concern for Welfare,BX2011,62.6,62.6,8.5,57.0,68.3,Access,Concern for Welfare,BX2014,71.1,74.1,80.9,68.0,58.0,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Late Enrollment,Non-IT,Medium
628,bachelor of commerce,Continuing,Satisfactory,0,Essential Skills and Reading,Student Counsellor,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,BU1112,89.7,73.7,29.9,71.7,73.0,Access,Attendance,BX2011,83.8,80.9,51.6,58.8,66.8,No Access,Attendance,BX2014,55.5,78.0,67.3,72.3,68.4,Access,Concern for Welfare,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Mental Health,Non-IT,Low
629,bachelor of commerce,SRI to JCUB,Satisfactory,0,Essential Skills and Reading,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,BU1112,98.0,69.4,65.9,71.2,72.6,No Access,Concern for Welfare,BX2011,66.1,78.7,66.6,81.8,70.4,No Access,Concern for Welfare,BX2014,69.9,65.8,70.7,76.3,96.9,Access,Attendance,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Late Enrollment,Non-IT,Low
630,bachelor of commerce,LOA,Conditional,2,Essential Skills,Other,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Phone,BU1112,65.5,73.3,77.5,44.1,94.1,Access,Non Submission,BX2011,72.3,58.0,69.8,87.2,49.8,No Access,Attendance,BX2014,86.1,52.5,48.2,50.3,57.5,No Access,Concern for Welfare,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Late Enrollment,Non-IT,High
631,bachelor of commerce,Return to Study,Satisfactory,0,Essential Skills,Student Counsellor,Attended,,L/G:9/10 N:5/10 R:8/10,No,Phone,BU1112,81.8,80.3,71.1,37.7,75.2,Access,Attendance,BX2011,72.6,70.6,74.7,78.3,66.3,Access,Concern for Welfare,BX2014,81.0,62.7,0.6,80.8,76.0,Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,No Issue Reported,Non-IT,Low
632,bachelor of commerce,SRI to JCUB,Satisfactory,0,4R Essential Skills,Enrollment,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,F2F,BU1112,81.4,66.2,69.6,68.7,77.6,Access,Attendance,BX2011,72.6,63.7,69.0,75.7,66.8,Access,Attendance,BX2014,86.8,75.0,60.7,75.4,60.5,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,No Issue Reported,Non-IT,Low
633,bachelor of commerce,Return to Study,Academic Caution,1,Essential Skills and Reading,Other,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,BU1112,68.2,65.7,52.1,92.0,47.6,Access,Concern for Welfare,BX2011,33.3,39.0,48.5,53.4,67.4,Access,Attendance,BX2014,44.7,54.6,62.7,57.5,48.9,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,High
634,bachelor of commerce,LOA,Satisfactory,0,Studiocity,Student Advocate,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,Phone,BU1112,56.6,60.9,68.7,73.8,84.6,Access,Attendance,BX2011,63.4,68.9,65.6,77.6,65.9,Access,Concern for Welfare,BX2014,35.6,60.1,57.6,77.4,67.3,Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,Low
635,bachelor of commerce,New,Satisfactory,0,4R Essential Skills,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,BU1112,71.8,64.2,90.4,56.0,69.6,Access,Non Submission,BX2011,68.0,64.0,60.2,69.8,64.6,No Access,Non Submission,BX2014,67.2,55.1,96.6,20.7,68.0,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,No Issue Reported,Non-IT,Medium
636,bachelor of commerce,SRI to JCUB,Satisfactory,0,Essential Skills,Student Advocate,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,BU1112,72.8,69.1,78.7,74.8,79.2,Access,Attendance,BX2011,81.3,73.3,74.8,80.4,88.0,Access,Non Submission,BX2014,75.3,79.7,76.3,75.9,73.7,Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Mental Health,Non-IT,Low
637,bachelor of commerce,Transferred,Satisfactory,0,Writing,Student Counsellor,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,Email,BU1112,63.5,74.9,72.0,61.5,61.8,Access,Attendance,BX2011,58.3,68.3,68.1,66.6,61.1,Access,Non Submission,BX2014,73.3,75.2,67.8,70.6,65.2,No Access,Non Submission,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,No Issue Reported,Non-IT,Low
638,bachelor of commerce,Transferred,Satisfactory,0,Referencing,Student Counsellor,Booked,,L/G:9/10 N:5/10 R:8/10,No,Email,BU1112,63.3,73.3,70.0,34.4,73.8,Access,Attendance,BX2011,72.4,69.2,9.2,84.6,80.9,Access,Concern for Welfare,BX2014,88.9,67.5,70.7,82.6,74.7,No Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,No Issue Reported,Non-IT,Low
639,bachelor of commerce,Transferred,Satisfactory,0,Essential Skills and Reading,Student Counsellor,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,BU1112,61.5,68.0,66.5,66.2,57.4,Access,Attendance,BX2011,85.5,74.9,60.8,76.7,66.7,Access,Attendance,BX2014,71.4,67.2,63.3,76.7,71.8,Access,Non Submission,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,No Issue Reported,Non-IT,Low
640,bachelor of commerce,New,Satisfactory,0,4R Essential Skills,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,BU1112,71.6,77.2,74.9,74.2,67.8,No Access,Non Submission,BX2011,72.1,66.3,68.3,64.7,64.4,Access,Concern for Welfare,BX2014,27.4,62.7,68.8,60.9,62.4,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,No Issue Reported,Non-IT,Medium
641,bachelor of commerce,New,Satisfactory,0,Essential Skills and Reading,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,BU1112,63.2,63.5,68.2,78.8,60.9,No Access,Attendance,BX2011,61.1,81.2,66.1,70.0,81.2,Access,Non Submission,BX2014,63.7,65.6,68.8,63.7,69.3,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,No Issue Reported,Non-IT,Medium
642,bachelor of commerce,LOA,Satisfactory,0,Writing,Student Counsellor,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,F2F,BU1112,59.3,35.4,63.9,81.2,65.6,Access,Non Submission,BX2011,82.4,67.8,76.8,74.0,75.9,No Access,Concern for Welfare,BX2014,56.4,79.5,71.5,69.0,72.6,No Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Late Enrollment,Non-IT,Low
643,bachelor of commerce,Return to Study,Satisfactory,0,Essential Skills and Reading,Lecturer,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,BU1112,75.5,60.0,71.8,70.7,77.8,Access,Non Submission,BX2011,78.9,82.8,57.5,62.3,79.0,Access,Non Submission,BX2014,66.7,70.2,67.1,66.9,61.5,Access,Concern for Welfare,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,No Issue Reported,Non-IT,Low
644,bachelor of commerce,LOA,Satisfactory,0,Essential Skills,Student Advocate,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,Email,BU1112,82.8,67.7,77.9,69.8,76.6,No Access,Concern for Welfare,BX2011,69.7,93.4,6.7,66.1,68.9,No Access,Concern for Welfare,BX2014,76.1,63.2,84.2,93.8,78.9,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Sickness,Non-IT,Low
645,bachelor of commerce,LOA,Satisfactory,0,Writing,Student Advocate,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,BU1112,73.6,71.1,64.2,58.8,73.3,Access,Non Submission,BX2011,68.9,72.0,74.6,66.5,71.9,Access,Non Submission,BX2014,80.0,69.8,73.2,63.5,73.7,Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,No Issue Reported,Non-IT,Low
646,bachelor of commerce,New,Satisfactory,0,Essential Skills and Reading,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,BU1112,77.2,70.3,70.0,49.4,79.9,No Access,Attendance,BX2011,75.7,71.2,79.1,61.2,67.4,Access,Attendance,BX2014,65.0,79.0,72.9,68.0,61.0,No Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,No Issue Reported,Non-IT,Medium
647,master of international tourism and hospitality management - master of business administration,Transferred,Satisfactory,0,Essential Skills,Enrollment,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,TO5101,80.7,67.7,79.1,66.6,69.2,Access,Non Submission,LB5113,68.5,69.6,86.0,71.8,63.4,Access,Attendance,LB5202,76.1,68.0,69.4,26.3,63.5,Access,Attendance,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,No Issue Reported,Non-IT,Low
648,master of international tourism and hospitality management - master of business administration,First year,Satisfactory,0,Referencing,Lecturer,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,TO5101,60.7,74.4,74.0,67.2,70.5,Access,Non Submission,LB5113,65.6,65.3,69.3,67.5,64.4,Access,Non Submission,LB5202,4.3,76.7,75.3,72.2,56.9,No Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,No Issue Reported,Non-IT,Medium
649,master of international tourism and hospitality management - master of business administration,Return to Study,Satisfactory,0,Studiocity,Enrollment,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Email,TO5101,68.3,80.5,78.6,69.5,74.9,Access,Attendance,LB5113,78.6,62.0,68.5,64.2,64.1,No Access,Attendance,LB5202,90.2,51.1,66.2,68.6,68.5,Access,Attendance,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,No Issue Reported,Non-IT,Low
650,master of international tourism and hospitality management - master of business administration,New,Satisfactory,0,4R Essential Skills,Student Counsellor,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO5101,70.0,71.6,63.1,72.5,65.1,Access,Concern for Welfare,LB5113,68.3,76.0,74.6,65.5,66.3,No Access,Concern for Welfare,LB5202,62.1,70.5,62.3,77.7,82.1,No Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,No Issue Reported,Non-IT,Medium
651,master of international tourism and hospitality management - master of business administration,Transferred,Satisfactory,0,Studiocity,Other,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,Email,TO5101,60.0,72.0,70.6,66.4,66.4,Access,Non Submission,LB5113,64.0,61.5,68.0,72.3,70.8,Access,Non Submission,LB5202,75.8,27.3,58.4,92.7,69.0,Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,No Issue Reported,Non-IT,Low
652,master of international tourism and hospitality management - master of business administration,SRI to JCUB,Satisfactory,0,Referencing,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,No,Phone,TO5101,59.2,69.0,81.4,72.0,82.8,No Access,Attendance,LB5113,70.0,63.7,66.9,73.5,77.5,No Access,Attendance,LB5202,83.0,81.2,90.5,78.9,68.6,No Access,Attendance,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Sickness,Non-IT,Low
